id,size,loc,door_yn,roof_yn,window_cnt
house_11_female_05965.jpg,small,right,y,y,1 or 2
house_11_female_05987.jpg,middle,center,y,y,more than 3
house_11_female_06119.jpg,small,center,y,y,1 or 2
house_11_female_06218.jpg,small,center,y,y,1 or 2
house_11_female_06242.jpg,small,center,y,y,absence
house_11_female_06464.jpg,middle,center,y,y,more than 3
house_11_female_06516.jpg,middle,center,y,y,1 or 2
house_11_female_06551.jpg,middle,center,y,y,1 or 2
house_11_female_06763.jpg,small,right,y,y,more than 3
house_11_female_06785.jpg,small,left,y,y,1 or 2
house_11_female_06864.jpg,middle,center,y,y,1 or 2
house_11_female_06898.jpg,small,center,y,y,1 or 2
house_11_female_06927.jpg,small,right,y,y,more than 3
house_11_female_07116.jpg,small,center,y,y,more than 3
house_11_female_07217.jpg,middle,center,y,y,1 or 2
house_11_female_07526.jpg,middle,center,y,y,1 or 2
house_11_female_07534.jpg,middle,right,y,y,1 or 2
house_11_female_07839.jpg,middle,center,y,y,1 or 2
house_11_female_07896.jpg,middle,center,y,y,1 or 2
house_11_female_07965.jpg,middle,center,y,y,1 or 2
house_11_female_07974.jpg,middle,left,y,y,1 or 2
house_11_female_08091.jpg,middle,center,y,y,1 or 2
house_11_female_08157.jpg,middle,center,y,y,1 or 2
house_11_female_08194.jpg,small,center,y,y,1 or 2
house_11_female_08328.jpg,middle,center,y,y,1 or 2
house_11_female_08354.jpg,middle,center,y,y,1 or 2
house_11_female_08357.jpg,middle,left,y,y,1 or 2
house_11_female_08641.jpg,middle,center,y,y,1 or 2
house_11_female_08790.jpg,small,left,y,y,1 or 2
house_11_female_08991.jpg,middle,center,y,y,1 or 2
house_11_female_09147.jpg,middle,center,y,y,1 or 2
house_11_female_09376.jpg,small,left,y,y,more than 3
house_11_female_09419.jpg,middle,right,y,y,1 or 2
house_11_female_09482.jpg,middle,center,y,y,1 or 2
house_11_female_09522.jpg,small,left,y,y,1 or 2
house_11_female_09597.jpg,middle,center,y,y,1 or 2
house_11_female_09662.jpg,middle,center,y,y,1 or 2
house_11_female_09749.jpg,small,center,y,y,1 or 2
house_11_female_09774.jpg,small,center,y,y,1 or 2
house_11_female_09825.jpg,small,left,y,y,1 or 2
house_11_female_09847.jpg,small,center,y,y,1 or 2
house_11_female_09930.jpg,middle,center,y,y,1 or 2
house_11_female_10022.jpg,middle,center,y,y,1 or 2
house_11_female_10070.jpg,middle,center,y,y,1 or 2
house_11_female_10153.jpg,small,center,y,y,1 or 2
house_11_female_10188.jpg,small,left,y,y,1 or 2
house_11_female_10218.jpg,small,left,y,y,1 or 2
house_11_female_10219.jpg,middle,right,y,y,1 or 2
house_11_female_10235.jpg,small,center,y,y,1 or 2
house_11_female_10304.jpg,small,center,y,y,1 or 2
house_11_female_10322.jpg,N/A,N/A,n,y,1 or 2
house_11_female_10399.jpg,small,center,y,y,1 or 2
house_11_female_10418.jpg,middle,center,y,y,1 or 2
house_11_female_10422.jpg,small,right,y,y,1 or 2
house_11_female_10441.jpg,middle,center,y,y,1 or 2
house_11_female_10477.jpg,small,center,y,y,1 or 2
house_11_female_10482.jpg,middle,right,y,y,1 or 2
house_11_female_10501.jpg,middle,right,y,y,1 or 2
house_11_female_10520.jpg,middle,center,y,y,1 or 2
house_11_female_10601.jpg,middle,center,y,y,1 or 2
house_11_female_10667.jpg,small,right,y,y,1 or 2
house_11_female_10707.jpg,middle,center,y,y,1 or 2
house_11_female_10735.jpg,middle,center,y,y,1 or 2
house_11_female_10808.jpg,middle,center,y,y,1 or 2
house_11_female_10818.jpg,small,left,y,y,1 or 2
house_11_female_10892.jpg,middle,right,y,y,1 or 2
house_11_female_10921.jpg,small,center,y,y,1 or 2
house_11_female_10990.jpg,middle,center,y,y,1 or 2
house_11_female_11065.jpg,middle,center,y,y,1 or 2
house_11_female_11102.jpg,middle,left,y,y,1 or 2
house_11_female_11117.jpg,small,center,y,y,1 or 2
house_11_female_11142.jpg,middle,right,y,y,1 or 2
house_11_female_11195.jpg,middle,center,y,y,more than 3
house_11_female_11289.jpg,small,center,y,y,1 or 2
house_11_female_11346.jpg,middle,center,y,y,1 or 2
house_11_female_11440.jpg,middle,center,y,y,1 or 2
house_11_female_11467.jpg,middle,center,y,y,1 or 2
house_11_female_11510.jpg,middle,left,y,y,more than 3
house_11_female_11590.jpg,small,center,y,y,1 or 2
house_11_female_11600.jpg,middle,center,y,y,more than 3
house_11_female_11748.jpg,middle,center,y,y,1 or 2
house_11_female_11755.jpg,small,center,y,y,1 or 2
house_11_female_11902.jpg,middle,left,y,y,more than 3
house_11_female_11988.jpg,small,center,y,y,1 or 2
house_11_female_12278.jpg,middle,center,y,y,1 or 2
house_11_female_12358.jpg,middle,center,y,y,1 or 2
house_11_female_12474.jpg,middle,left,y,y,1 or 2
house_11_female_12494.jpg,middle,left,y,y,1 or 2
house_11_female_12508.jpg,small,center,y,y,1 or 2
house_11_female_12516.jpg,small,center,y,y,1 or 2
house_11_female_12520.jpg,middle,center,y,y,more than 3
house_11_female_12729.jpg,middle,center,y,y,more than 3
house_11_female_12892.jpg,middle,center,y,y,1 or 2
house_11_female_12901.jpg,middle,center,y,y,1 or 2
house_11_female_13016.jpg,middle,right,y,y,1 or 2
house_11_female_13099.jpg,middle,right,y,y,1 or 2
house_11_female_13161.jpg,middle,center,y,y,1 or 2
house_11_female_13310.jpg,middle,center,y,y,more than 3
house_11_female_13322.jpg,middle,center,y,y,1 or 2
house_11_female_13326.jpg,middle,center,y,y,1 or 2
house_11_female_13421.jpg,small,center,y,y,1 or 2
house_11_female_13426.jpg,small,left,y,y,1 or 2
house_11_female_13435.jpg,small,right,y,y,1 or 2
house_11_female_13460.jpg,middle,center,y,y,more than 3
house_11_female_13480.jpg,middle,center,y,y,1 or 2
house_11_female_13512.jpg,middle,center,y,y,1 or 2
house_11_female_13555.jpg,middle,left,y,y,1 or 2
house_11_female_13567.jpg,small,center,y,y,1 or 2
house_11_female_13599.jpg,small,center,y,y,more than 3
house_11_female_13669.jpg,middle,center,y,y,1 or 2
house_11_female_13674.jpg,middle,center,y,y,1 or 2
house_11_female_13869.jpg,middle,center,y,y,1 or 2
house_11_female_13906.jpg,small,center,y,y,1 or 2
house_11_female_13922.jpg,middle,center,y,y,1 or 2
house_11_female_13946.jpg,middle,center,y,y,1 or 2
house_11_male_00013.jpg,small,center,y,y,1 or 2
house_11_male_00038.jpg,small,center,y,y,1 or 2
house_11_male_00041.jpg,middle,center,y,y,1 or 2
house_11_male_00051.jpg,small,right,y,y,1 or 2
house_11_male_00058.jpg,middle,center,y,y,1 or 2
house_11_male_00063.jpg,middle,center,y,y,more than 3
house_11_male_00100.jpg,middle,center,y,y,1 or 2
house_11_male_00142.jpg,big,center,y,y,1 or 2
house_11_male_00169.jpg,small,left,y,y,1 or 2
house_11_male_00186.jpg,big,center,y,y,1 or 2
house_11_male_00202.jpg,small,center,n,y,1 or 2
house_11_male_00299.jpg,middle,center,y,y,1 or 2
house_11_male_00324.jpg,middle,center,y,y,1 or 2
house_11_male_00406.jpg,middle,center,n,y,more than 3
house_11_male_00466.jpg,middle,center,y,y,1 or 2
house_11_male_00685.jpg,middle,center,y,y,1 or 2
house_11_male_00705.jpg,small,center,y,y,1 or 2
house_11_male_00849.jpg,middle,center,y,y,1 or 2
house_11_male_00892.jpg,small,center,y,y,1 or 2
house_11_male_00915.jpg,middle,center,y,y,1 or 2
house_11_male_00972.jpg,small,right,y,y,1 or 2
house_11_male_01084.jpg,small,center,y,y,1 or 2
house_11_male_01086.jpg,big,center,y,y,more than 3
house_11_male_01105.jpg,small,center,y,y,more than 3
house_11_male_01175.jpg,middle,center,y,y,1 or 2
house_11_male_01189.jpg,small,left,y,y,1 or 2
house_11_male_01373.jpg,middle,center,y,y,1 or 2
house_11_male_01450.jpg,small,center,y,y,1 or 2
house_11_male_01651.jpg,middle,center,y,y,more than 3
house_11_male_01742.jpg,middle,center,y,y,1 or 2
house_11_male_01758.jpg,small,right,y,y,1 or 2
house_11_male_01779.jpg,middle,center,y,y,1 or 2
house_11_male_01804.jpg,small,left,y,y,more than 3
house_11_male_01826.jpg,small,left,y,y,1 or 2
house_11_male_01879.jpg,middle,center,y,y,1 or 2
house_11_male_01913.jpg,middle,center,y,y,1 or 2
house_11_male_01924.jpg,middle,center,y,y,more than 3
house_11_male_02012.jpg,middle,center,y,y,more than 3
house_11_male_02192.jpg,small,left,y,y,1 or 2
house_11_male_02225.jpg,middle,center,y,y,1 or 2
house_11_male_02309.jpg,small,right,y,y,1 or 2
house_11_male_02405.jpg,middle,center,y,y,1 or 2
house_11_male_02546.jpg,small,right,y,y,1 or 2
house_11_male_02562.jpg,middle,center,y,y,1 or 2
house_11_male_02674.jpg,middle,center,y,y,1 or 2
house_11_male_02711.jpg,small,center,y,y,1 or 2
house_11_male_02940.jpg,middle,center,y,y,1 or 2
house_11_male_03021.jpg,small,left,y,y,1 or 2
house_11_male_03103.jpg,middle,center,y,y,1 or 2
house_11_male_03210.jpg,middle,left,y,y,1 or 2
house_11_male_03313.jpg,small,left,y,y,1 or 2
house_11_male_03335.jpg,small,left,y,y,1 or 2
house_11_male_03373.jpg,middle,center,y,y,1 or 2
house_11_male_03383.jpg,small,center,y,y,1 or 2
house_11_male_03405.jpg,middle,center,y,y,1 or 2
house_11_male_03497.jpg,middle,center,y,y,1 or 2
house_11_male_03538.jpg,middle,center,y,y,more than 3
house_11_male_03554.jpg,middle,center,y,y,1 or 2
house_11_male_03640.jpg,middle,center,y,y,1 or 2
house_11_male_03654.jpg,small,left,y,y,1 or 2
house_11_male_03671.jpg,middle,center,y,y,1 or 2
house_11_male_03777.jpg,small,center,y,y,1 or 2
house_11_male_03820.jpg,middle,center,y,y,1 or 2
house_11_male_03907.jpg,small,center,y,y,1 or 2
house_11_male_03948.jpg,middle,left,y,y,more than 3
house_11_male_04069.jpg,middle,center,y,y,1 or 2
house_11_male_04107.jpg,small,left,y,y,1 or 2
house_11_male_04148.jpg,middle,center,y,y,more than 3
house_11_male_04151.jpg,middle,center,y,y,1 or 2
house_11_male_04163.jpg,middle,center,y,y,1 or 2
house_11_male_04171.jpg,middle,left,y,y,1 or 2
house_11_male_04260.jpg,small,center,y,y,1 or 2
house_11_male_04370.jpg,middle,center,y,y,1 or 2
house_11_male_04493.jpg,middle,center,y,y,1 or 2
house_11_male_04543.jpg,middle,left,y,y,1 or 2
house_11_male_04599.jpg,middle,left,y,y,1 or 2
house_11_male_04618.jpg,small,right,y,y,1 or 2
house_11_male_04645.jpg,middle,center,y,y,1 or 2
house_11_male_04673.jpg,small,left,y,y,1 or 2
house_11_male_04717.jpg,middle,center,y,y,1 or 2
house_11_male_04725.jpg,middle,center,y,y,more than 3
house_11_male_04752.jpg,small,center,y,y,1 or 2
house_11_male_04768.jpg,middle,center,y,y,1 or 2
house_11_male_04783.jpg,small,left,y,y,1 or 2
house_11_male_04823.jpg,middle,center,y,y,1 or 2
house_11_male_04852.jpg,middle,center,y,y,1 or 2
house_11_male_04930.jpg,middle,center,y,y,1 or 2
house_11_male_05116.jpg,middle,center,y,y,1 or 2
house_11_male_05128.jpg,middle,center,y,y,1 or 2
house_11_male_05211.jpg,middle,center,y,y,1 or 2
house_11_male_05237.jpg,small,center,y,y,1 or 2
house_11_male_05248.jpg,small,left,y,y,1 or 2
house_11_male_05407.jpg,middle,center,y,y,1 or 2
house_11_male_05446.jpg,small,center,y,y,1 or 2
house_11_male_05478.jpg,middle,center,y,y,1 or 2
house_11_male_05490.jpg,small,center,y,y,1 or 2
house_11_male_05555.jpg,middle,center,y,y,1 or 2
house_11_male_05613.jpg,middle,center,y,y,more than 3
house_11_male_05782.jpg,middle,center,y,y,absence
house_11_male_05803.jpg,middle,left,y,y,1 or 2
house_11_male_05864.jpg,middle,left,y,y,more than 3
house_11_male_05923.jpg,middle,center,y,y,1 or 2
house_11_male_05977.jpg,middle,center,y,y,1 or 2
house_11_male_06150.jpg,small,left,y,y,1 or 2
house_11_male_06174.jpg,middle,center,y,y,1 or 2
house_11_male_06277.jpg,middle,center,y,y,more than 3
house_11_male_06441.jpg,middle,center,y,y,1 or 2
house_11_male_06448.jpg,small,center,y,y,1 or 2
house_11_male_06480.jpg,middle,center,y,y,1 or 2
house_11_male_06513.jpg,middle,center,y,y,1 or 2
house_11_male_06608.jpg,middle,center,y,y,1 or 2
house_11_male_06629.jpg,small,center,y,y,1 or 2
house_11_male_06782.jpg,middle,center,y,y,more than 3
house_11_male_06829.jpg,middle,center,y,y,1 or 2
house_11_male_06957.jpg,middle,center,y,y,1 or 2
house_11_male_07026.jpg,small,left,y,y,1 or 2
house_11_male_07045.jpg,small,center,y,y,1 or 2
house_11_male_07054.jpg,middle,center,y,y,1 or 2
house_11_male_07067.jpg,middle,center,y,y,1 or 2
house_11_male_07098.jpg,middle,center,y,y,more than 3
house_11_male_07119.jpg,small,center,y,y,1 or 2
house_11_male_07136.jpg,middle,center,y,y,1 or 2
house_11_male_07232.jpg,middle,center,y,y,more than 3
house_11_male_07251.jpg,middle,center,y,y,1 or 2
house_11_male_07260.jpg,middle,center,y,y,1 or 2
house_11_male_07289.jpg,middle,center,y,y,1 or 2
house_11_male_07300.jpg,middle,center,y,y,1 or 2
house_11_male_07314.jpg,middle,center,y,y,1 or 2
house_11_male_07334.jpg,middle,center,y,y,1 or 2
house_11_male_07367.jpg,small,left,y,y,1 or 2
house_11_male_07435.jpg,middle,center,y,y,1 or 2
house_11_male_07447.jpg,middle,left,y,y,1 or 2
house_11_male_07505.jpg,small,center,y,y,1 or 2
house_11_male_07620.jpg,middle,center,y,y,1 or 2
house_11_male_07654.jpg,small,center,y,y,1 or 2
house_11_male_07720.jpg,small,center,y,y,more than 3
house_11_male_07742.jpg,middle,center,y,y,1 or 2
house_11_male_07771.jpg,small,left,y,y,1 or 2
house_11_male_07776.jpg,middle,center,y,y,1 or 2
house_11_male_07807.jpg,middle,center,y,y,1 or 2
house_11_male_07845.jpg,middle,center,y,y,1 or 2
house_11_male_08087.jpg,middle,left,y,y,1 or 2
house_11_male_08098.jpg,small,center,y,y,1 or 2
house_11_male_08148.jpg,middle,center,y,y,1 or 2
house_11_male_08170.jpg,small,left,y,y,1 or 2
house_11_male_08176.jpg,middle,center,y,y,1 or 2
house_11_male_08234.jpg,small,left,y,y,1 or 2
house_11_male_08314.jpg,middle,center,y,y,1 or 2
house_11_male_08373.jpg,middle,center,n,y,absence
house_11_male_08376.jpg,small,left,y,y,1 or 2
house_11_male_08409.jpg,small,left,y,y,1 or 2
house_11_male_08479.jpg,middle,center,y,y,more than 3
house_11_male_08493.jpg,middle,center,y,y,1 or 2
house_11_male_08564.jpg,middle,left,y,y,1 or 2
house_11_male_08582.jpg,middle,left,y,y,1 or 2
house_11_male_08604.jpg,small,left,y,y,1 or 2
house_11_male_08649.jpg,small,center,y,y,1 or 2
house_11_male_08654.jpg,middle,center,y,y,1 or 2
house_11_male_08704.jpg,middle,center,y,y,1 or 2
house_11_male_08729.jpg,small,center,y,y,1 or 2
house_11_male_08875.jpg,small,left,y,y,absence
house_11_male_08948.jpg,middle,center,y,y,1 or 2
house_11_male_08963.jpg,middle,center,y,y,1 or 2
house_11_male_09046.jpg,small,left,y,y,1 or 2
house_11_male_09085.jpg,small,left,y,y,1 or 2
house_11_male_09217.jpg,small,right,y,y,1 or 2
house_11_male_09246.jpg,small,left,y,y,more than 3
house_11_male_09343.jpg,small,center,y,y,1 or 2
house_11_male_09560.jpg,middle,center,y,y,1 or 2
house_11_male_09610.jpg,middle,left,y,y,1 or 2
house_11_male_09654.jpg,small,center,y,y,1 or 2
house_11_male_09681.jpg,middle,center,y,y,1 or 2
house_11_male_09716.jpg,middle,center,y,y,more than 3
house_11_male_09762.jpg,middle,center,y,y,1 or 2
house_11_male_09768.jpg,small,left,y,y,1 or 2
house_11_male_09880.jpg,middle,center,y,y,more than 3
house_11_male_09886.jpg,small,left,y,y,1 or 2
house_11_male_09910.jpg,small,left,y,y,1 or 2
house_11_male_09964.jpg,small,right,y,y,1 or 2
house_11_male_10001.jpg,middle,center,y,y,1 or 2
house_11_male_10137.jpg,small,left,y,y,1 or 2
house_11_male_10142.jpg,middle,center,y,y,1 or 2
house_11_male_10237.jpg,small,center,y,y,1 or 2
house_11_male_10361.jpg,middle,center,y,y,1 or 2
house_11_male_10424.jpg,middle,center,y,y,more than 3
house_11_male_10463.jpg,small,right,y,y,1 or 2
house_11_male_10577.jpg,small,center,y,y,1 or 2
house_11_male_10605.jpg,small,center,y,y,1 or 2
house_11_male_10628.jpg,small,center,y,y,1 or 2
house_11_male_10631.jpg,middle,center,y,y,1 or 2
house_11_male_10763.jpg,middle,center,y,y,1 or 2
house_11_male_10785.jpg,middle,center,y,y,1 or 2
house_11_male_10794.jpg,small,center,y,y,1 or 2
house_11_male_10947.jpg,middle,center,y,y,1 or 2
house_11_male_11068.jpg,middle,center,y,y,1 or 2
house_11_male_11069.jpg,small,center,y,y,1 or 2
house_11_male_11164.jpg,middle,center,y,y,1 or 2
house_11_male_11174.jpg,middle,center,y,y,1 or 2
house_11_male_11212.jpg,middle,center,y,y,1 or 2
house_11_male_11261.jpg,middle,center,y,y,1 or 2
house_11_male_11317.jpg,small,center,y,y,1 or 2
house_11_male_11339.jpg,small,left,y,y,1 or 2
house_11_male_11371.jpg,big,center,y,y,more than 3
house_11_male_11433.jpg,middle,center,y,y,1 or 2
house_11_male_11494.jpg,middle,center,y,y,1 or 2
house_11_male_11572.jpg,middle,left,y,y,1 or 2
house_11_male_11821.jpg,middle,center,y,y,1 or 2
house_11_male_11837.jpg,small,left,y,y,more than 3
house_11_male_11859.jpg,middle,center,y,y,1 or 2
house_11_male_11880.jpg,middle,center,y,y,more than 3
house_11_male_11920.jpg,middle,center,y,y,1 or 2
house_11_male_11950.jpg,middle,center,y,y,1 or 2
house_11_male_11969.jpg,small,left,y,y,1 or 2
house_11_male_12078.jpg,small,left,y,y,1 or 2
house_11_male_12109.jpg,middle,center,y,y,more than 3
house_11_male_12115.jpg,middle,center,y,y,1 or 2
house_11_male_12175.jpg,middle,center,y,y,1 or 2
house_11_male_12186.jpg,small,center,y,y,more than 3
house_11_male_12201.jpg,middle,center,y,y,1 or 2
house_11_male_12261.jpg,middle,center,y,y,1 or 2
house_11_male_12276.jpg,middle,center,y,y,1 or 2
house_11_male_12277.jpg,middle,center,y,y,1 or 2
house_11_male_12588.jpg,middle,center,y,y,1 or 2
house_11_male_12665.jpg,middle,center,y,y,1 or 2
house_11_male_12682.jpg,small,left,y,y,1 or 2
house_11_male_12689.jpg,middle,left,y,y,1 or 2
house_11_male_12734.jpg,middle,center,y,y,1 or 2
house_11_male_12740.jpg,small,left,y,y,1 or 2
house_11_male_12814.jpg,middle,left,y,y,more than 3
house_11_male_12820.jpg,middle,right,y,y,1 or 2
house_11_male_12837.jpg,small,center,y,y,1 or 2
house_11_male_12874.jpg,middle,center,y,y,1 or 2
house_11_male_13027.jpg,middle,center,y,y,1 or 2
house_11_male_13044.jpg,middle,center,y,y,1 or 2
house_11_male_13087.jpg,middle,left,y,y,1 or 2
house_11_male_13123.jpg,middle,right,y,y,more than 3
house_11_male_13422.jpg,middle,center,y,y,1 or 2
house_11_male_13440.jpg,small,center,y,y,1 or 2
house_11_male_13467.jpg,small,center,y,y,1 or 2
house_11_male_13529.jpg,middle,center,y,y,1 or 2
house_11_male_13536.jpg,middle,center,y,y,1 or 2
house_11_male_13547.jpg,small,center,y,y,1 or 2
house_11_male_13692.jpg,small,left,y,y,1 or 2
house_11_male_13836.jpg,small,left,y,y,1 or 2
house_11_male_13883.jpg,small,left,y,y,1 or 2
house_11_male_13947.jpg,middle,center,y,y,more than 3
house_11_male_13998.jpg,small,center,y,y,1 or 2
house_12_female_00010.jpg,small,center,y,y,more than 3
house_12_female_00221.jpg,middle,center,y,y,1 or 2
house_12_female_00440.jpg,middle,center,y,y,1 or 2
house_12_female_00454.jpg,middle,center,y,y,1 or 2
house_12_female_00481.jpg,middle,center,y,y,1 or 2
house_12_female_00533.jpg,middle,center,y,y,1 or 2
house_12_female_00593.jpg,middle,center,y,y,1 or 2
house_12_female_00605.jpg,small,center,y,y,1 or 2
house_12_female_00624.jpg,small,right,y,y,more than 3
house_12_female_00664.jpg,middle,center,y,y,1 or 2
house_12_female_00709.jpg,small,center,y,y,1 or 2
house_12_female_00737.jpg,middle,center,y,y,1 or 2
house_12_female_00742.jpg,middle,center,y,y,1 or 2
house_12_female_00781.jpg,middle,center,y,y,1 or 2
house_12_female_00832.jpg,middle,center,y,y,1 or 2
house_12_female_00910.jpg,middle,center,y,y,1 or 2
house_12_female_00923.jpg,small,center,y,y,1 or 2
house_12_female_00929.jpg,small,left,y,y,1 or 2
house_12_female_00938.jpg,middle,center,y,y,more than 3
house_12_female_01066.jpg,small,left,y,y,1 or 2
house_12_female_01107.jpg,small,center,y,y,1 or 2
house_12_female_01150.jpg,middle,center,y,y,1 or 2
house_12_female_01177.jpg,small,center,y,y,1 or 2
house_12_female_01235.jpg,middle,center,y,y,more than 3
house_12_female_01260.jpg,small,right,y,y,1 or 2
house_12_female_01290.jpg,middle,center,y,y,1 or 2
house_12_female_01336.jpg,middle,center,y,y,1 or 2
house_12_female_01385.jpg,small,left,y,y,1 or 2
house_12_female_01415.jpg,middle,center,y,y,1 or 2
house_12_female_01433.jpg,middle,center,y,y,more than 3
house_12_female_01508.jpg,middle,center,y,y,1 or 2
house_12_female_01518.jpg,small,center,y,y,more than 3
house_12_female_01530.jpg,small,center,y,y,1 or 2
house_12_female_01546.jpg,middle,center,y,y,1 or 2
house_12_female_01601.jpg,middle,left,y,y,1 or 2
house_12_female_01665.jpg,small,center,y,y,1 or 2
house_12_female_01701.jpg,small,center,y,y,1 or 2
house_12_female_01733.jpg,middle,left,y,y,1 or 2
house_12_female_01766.jpg,middle,center,y,y,1 or 2
house_12_female_01767.jpg,small,left,y,y,1 or 2
house_12_female_01801.jpg,small,center,y,y,1 or 2
house_12_female_01828.jpg,small,center,y,y,1 or 2
house_12_female_01859.jpg,middle,center,y,y,1 or 2
house_12_female_01901.jpg,middle,center,y,y,1 or 2
house_12_female_01936.jpg,middle,center,y,y,1 or 2
house_12_female_01952.jpg,middle,center,y,y,more than 3
house_12_female_02008.jpg,small,center,y,y,1 or 2
house_12_female_02036.jpg,middle,center,y,y,1 or 2
house_12_female_02087.jpg,middle,center,y,y,1 or 2
house_12_female_02149.jpg,middle,center,y,y,1 or 2
house_12_female_02178.jpg,middle,center,y,y,1 or 2
house_12_female_02369.jpg,small,center,y,y,1 or 2
house_12_female_02457.jpg,small,left,y,y,1 or 2
house_12_female_02517.jpg,middle,center,y,y,1 or 2
house_12_female_02537.jpg,small,left,y,y,1 or 2
house_12_female_02574.jpg,middle,center,y,y,more than 3
house_12_female_02581.jpg,small,center,y,y,1 or 2
house_12_female_02588.jpg,middle,center,y,y,1 or 2
house_12_female_02738.jpg,middle,center,y,y,1 or 2
house_12_female_02785.jpg,middle,left,y,y,1 or 2
house_12_female_02875.jpg,middle,center,y,y,1 or 2
house_12_female_02885.jpg,small,center,y,y,more than 3
house_12_female_02927.jpg,middle,center,y,y,1 or 2
house_12_female_03034.jpg,middle,center,y,y,1 or 2
house_12_female_03062.jpg,small,center,y,y,1 or 2
house_12_female_03129.jpg,middle,right,y,y,1 or 2
house_12_female_03144.jpg,middle,center,y,y,1 or 2
house_12_female_03196.jpg,small,center,y,y,1 or 2
house_12_female_03232.jpg,middle,center,y,y,1 or 2
house_12_female_03393.jpg,middle,center,y,y,more than 3
house_12_female_03398.jpg,middle,center,y,y,1 or 2
house_12_female_03410.jpg,middle,center,y,y,1 or 2
house_12_female_03474.jpg,small,left,y,y,1 or 2
house_12_female_03522.jpg,middle,center,y,y,1 or 2
house_12_female_03748.jpg,small,right,y,y,1 or 2
house_12_female_03920.jpg,middle,center,y,y,1 or 2
house_12_female_03940.jpg,middle,center,y,y,1 or 2
house_12_female_03945.jpg,small,center,y,y,1 or 2
house_12_female_03955.jpg,small,center,y,y,1 or 2
house_12_female_03963.jpg,small,center,y,y,1 or 2
house_12_female_03974.jpg,small,center,y,y,1 or 2
house_12_female_03998.jpg,middle,center,y,y,1 or 2
house_12_female_04024.jpg,middle,center,y,y,1 or 2
house_12_female_04145.jpg,middle,center,y,y,1 or 2
house_12_female_04174.jpg,middle,center,y,y,1 or 2
house_12_female_04219.jpg,middle,center,y,y,1 or 2
house_12_female_04254.jpg,small,center,y,y,1 or 2
house_12_female_04296.jpg,small,center,y,y,1 or 2
house_12_female_04325.jpg,middle,center,y,y,1 or 2
house_12_female_04347.jpg,middle,center,y,y,absence
house_12_female_04351.jpg,small,left,y,y,1 or 2
house_12_female_04406.jpg,middle,center,y,y,1 or 2
house_12_female_04419.jpg,middle,center,y,y,1 or 2
house_12_female_04448.jpg,middle,center,y,y,1 or 2
house_12_female_04457.jpg,middle,center,y,y,1 or 2
house_12_female_04536.jpg,small,left,y,y,1 or 2
house_12_female_04547.jpg,middle,center,y,y,1 or 2
house_12_female_04553.jpg,middle,center,y,y,1 or 2
house_12_female_04609.jpg,middle,center,y,y,1 or 2
house_12_female_04623.jpg,small,center,y,y,1 or 2
house_12_female_04697.jpg,middle,center,y,y,1 or 2
house_12_female_04723.jpg,small,left,y,y,1 or 2
house_12_female_04755.jpg,small,left,y,y,1 or 2
house_12_female_04790.jpg,middle,center,y,y,1 or 2
house_12_female_04833.jpg,middle,center,y,y,1 or 2
house_12_female_04950.jpg,small,left,y,y,1 or 2
house_12_female_05089.jpg,middle,center,y,y,1 or 2
house_12_female_05103.jpg,middle,center,y,y,more than 3
house_12_female_05164.jpg,middle,left,y,y,more than 3
house_12_female_05270.jpg,small,center,y,y,1 or 2
house_12_female_05326.jpg,middle,right,y,y,1 or 2
house_12_female_05351.jpg,small,right,y,y,more than 3
house_12_female_05382.jpg,small,center,y,y,more than 3
house_12_female_05498.jpg,small,center,y,y,more than 3
house_12_female_05547.jpg,middle,left,y,y,1 or 2
house_12_female_05608.jpg,small,center,y,y,1 or 2
house_12_female_05690.jpg,small,center,y,y,1 or 2
house_12_female_05784.jpg,middle,center,y,y,1 or 2
house_12_female_05867.jpg,middle,right,y,y,1 or 2
house_12_female_05946.jpg,small,left,y,y,1 or 2
house_12_female_05964.jpg,middle,right,y,y,1 or 2
house_12_female_06008.jpg,small,left,y,y,1 or 2
house_12_female_06165.jpg,middle,center,y,y,1 or 2
house_12_female_06169.jpg,middle,center,y,y,1 or 2
house_12_female_06278.jpg,small,left,y,y,1 or 2
house_12_female_06299.jpg,middle,right,y,y,1 or 2
house_12_female_06320.jpg,middle,left,y,y,1 or 2
house_12_female_06383.jpg,middle,left,y,y,1 or 2
house_12_female_06462.jpg,small,center,y,y,1 or 2
house_12_female_06521.jpg,middle,center,y,y,more than 3
house_12_female_06530.jpg,middle,left,y,y,more than 3
house_12_female_06536.jpg,middle,center,y,y,1 or 2
house_12_female_06705.jpg,middle,center,y,y,1 or 2
house_12_female_06767.jpg,small,center,y,y,more than 3
house_12_female_06896.jpg,middle,center,y,y,1 or 2
house_12_female_06903.jpg,middle,left,y,y,1 or 2
house_12_female_06904.jpg,middle,center,y,y,1 or 2
house_12_female_06924.jpg,small,left,y,y,1 or 2
house_12_female_07027.jpg,small,right,y,y,1 or 2
house_12_female_07037.jpg,small,left,y,y,1 or 2
house_12_female_07055.jpg,middle,left,y,y,1 or 2
house_12_female_07059.jpg,small,right,y,y,1 or 2
house_12_female_07066.jpg,middle,center,y,y,1 or 2
house_12_female_07078.jpg,middle,center,y,y,1 or 2
house_12_female_07081.jpg,middle,center,y,y,1 or 2
house_12_female_07191.jpg,small,left,y,y,1 or 2
